Datetime,Open,High,Low,Close
2021-09-27 09:30:00-04:00,348.29,348.54,348.17,348.22
2021-09-27 09:31:00-04:00,348.68,348.68,348.21,348.68
2021-09-27 09:32:00-04:00,348.8,349.01,348.7,348.88
2021-09-27 09:33:00-04:00,348.94,349.01,348.6,348.94
2021-09-27 09:34:00-04:00,348.94,348.94,348.94,348.94
2021-09-27 09:35:00-04:00,348.95,349.19,348.77,349.18
2021-09-27 09:36:00-04:00,349.2,349.29,349.13,349.26
2021-09-27 09:37:00-04:00,349.26,349.28,349.03,349.03
2021-09-27 09:38:00-04:00,349.05,349.27,349.05,349.16
2021-09-27 09:39:00-04:00,349.17,349.22,349.09,349.22
2021-09-27 09:40:00-04:00,349.33,349.55,349.22,349.22
2021-09-27 09:41:00-04:00,349.13,349.42,349.13,349.29
2021-09-27 09:42:00-04:00,349.35,349.66,349.16,349.66
2021-09-27 09:43:00-04:00,349.5,349.8,349.5,349.79
2021-09-27 09:44:00-04:00,349.68,349.85,349.67,349.67
2021-09-27 09:45:00-04:00,349.7,350.02,349.58,349.96
2021-09-27 09:46:00-04:00,349.95,350.22,349.92,350.13
2021-09-27 09:47:00-04:00,350.13,350.31,350.05,350.13
2021-09-27 09:48:00-04:00,350.12,350.14,349.95,350.04
2021-09-27 09:49:00-04:00,350.01,350.13,350.0,350.01
2021-09-27 09:50:00-04:00,350.0,350.07,349.74,349.9
2021-09-27 09:51:00-04:00,349.91,350.14,349.91,349.98
2021-09-27 09:52:00-04:00,350.02,350.17,350.0,350.12
2021-09-27 09:53:00-04:00,350.16,350.25,350.09,350.09
2021-09-27 09:54:00-04:00,350.06,350.1,349.98,349.98
2021-09-27 09:55:00-04:00,350.06,350.2,349.95,350.11
2021-09-27 09:56:00-04:00,350.08,350.17,349.91,349.97
2021-09-27 09:57:00-04:00,350.04,350.36,350.04,350.34
2021-09-27 09:58:00-04:00,350.31,350.32,350.1,350.15
2021-09-27 09:59:00-04:00,350.15,350.2,350.1,350.13
2021-09-27 10:00:00-04:00,350.13,350.2,349.99,350.16
2021-09-27 10:01:00-04:00,350.15,350.15,349.83,349.92
2021-09-27 10:02:00-04:00,349.96,350.13,349.94,350.13
2021-09-27 10:03:00-04:00,350.12,350.14,349.99,350.12
2021-09-27 10:04:00-04:00,350.05,350.24,350.05,350.1
2021-09-27 10:05:00-04:00,350.12,350.14,350.0,350.0
2021-09-27 10:06:00-04:00,349.99,350.07,349.95,349.98
2021-09-27 10:07:00-04:00,349.97,350.15,349.96,349.99
2021-09-27 10:08:00-04:00,349.96,349.99,349.87,349.97
2021-09-27 10:09:00-04:00,350.0,350.07,349.96,349.96
2021-09-27 10:10:00-04:00,349.97,350.15,349.95,350.08
2021-09-27 10:11:00-04:00,350.06,350.1,349.9,350.02
2021-09-27 10:12:00-04:00,350.05,350.24,350.05,350.21
2021-09-27 10:13:00-04:00,350.25,350.31,350.24,350.27
2021-09-27 10:14:00-04:00,350.27,350.3,350.13,350.26
2021-09-27 10:15:00-04:00,350.26,350.43,350.26,350.28
2021-09-27 10:16:00-04:00,350.23,350.33,350.21,350.32
2021-09-27 10:17:00-04:00,350.32,350.4,350.31,350.4
2021-09-27 10:18:00-04:00,350.44,350.48,350.36,350.45
2021-09-27 10:19:00-04:00,350.46,350.46,350.29,350.32
2021-09-27 10:20:00-04:00,350.33,350.46,350.33,350.44
2021-09-27 10:21:00-04:00,350.42,350.5,350.36,350.36
2021-09-27 10:22:00-04:00,350.35,350.39,350.2,350.23
2021-09-27 10:23:00-04:00,350.26,350.35,350.24,350.28
2021-09-27 10:24:00-04:00,350.26,350.31,350.24,350.27
2021-09-27 10:25:00-04:00,350.32,350.36,350.16,350.17
2021-09-27 10:26:00-04:00,350.15,350.36,350.14,350.34
2021-09-27 10:27:00-04:00,350.3,350.33,350.14,350.14
2021-09-27 10:28:00-04:00,350.13,350.15,350.05,350.06
2021-09-27 10:29:00-04:00,350.14,350.28,350.14,350.26
2021-09-27 10:30:00-04:00,350.29,350.37,350.25,350.37
2021-09-27 10:31:00-04:00,350.38,350.45,350.3,350.42
2021-09-27 10:32:00-04:00,350.42,350.44,350.36,350.37
