Datetime,Open,High,Low,Close
2021-09-23 09:30:00-04:00,271.48,271.48,270.65,271.31
2021-09-23 09:31:00-04:00,271.35,271.35,270.71,270.71
2021-09-23 09:32:00-04:00,270.79,271.1,270.71,270.98
2021-09-23 09:33:00-04:00,270.43,270.43,270.43,270.43
2021-09-23 09:34:00-04:00,270.47,270.6,270.3,270.48
2021-09-23 09:35:00-04:00,270.11,270.78,270.07,270.77
2021-09-23 09:36:00-04:00,271.0,271.25,270.99,271.11
2021-09-23 09:37:00-04:00,271.25,271.26,271.25,271.26
2021-09-23 09:38:00-04:00,271.18,271.25,271.18,271.24
2021-09-23 09:39:00-04:00,271.5,271.81,271.5,271.81
2021-09-23 09:40:00-04:00,271.9,272.03,271.9,272.03
2021-09-23 09:41:00-04:00,271.86,271.86,271.78,271.84
2021-09-23 09:42:00-04:00,271.82,271.9,271.7,271.76
2021-09-23 09:43:00-04:00,271.87,272.09,271.81,271.94
2021-09-23 09:44:00-04:00,272.0,272.01,271.99,272.01
2021-09-23 09:45:00-04:00,272.18,272.2,272.18,272.2
2021-09-23 09:46:00-04:00,272.29,272.3,272.03,272.04
2021-09-23 09:47:00-04:00,272.25,272.25,272.23,272.23
2021-09-23 09:48:00-04:00,272.25,272.33,272.14,272.2
2021-09-23 09:49:00-04:00,272.23,272.32,272.23,272.32
2021-09-23 09:50:00-04:00,272.43,272.43,272.14,272.14
2021-09-23 09:51:00-04:00,272.26,272.34,272.2,272.34
2021-09-23 09:52:00-04:00,272.36,272.52,272.36,272.4
2021-09-23 09:53:00-04:00,272.43,272.43,272.41,272.41
2021-09-23 09:54:00-04:00,272.44,272.5,272.44,272.44
2021-09-23 09:55:00-04:00,272.5,272.79,272.48,272.53
2021-09-23 09:56:00-04:00,272.68,272.78,272.63,272.63
2021-09-23 09:57:00-04:00,272.68,272.68,272.45,272.63
2021-09-23 09:58:00-04:00,272.53,272.69,272.52,272.69
2021-09-23 09:59:00-04:00,272.7,272.74,272.46,272.48
2021-09-23 10:00:00-04:00,272.52,272.75,272.52,272.72
2021-09-23 10:01:00-04:00,272.8,272.93,272.7,272.84
2021-09-23 10:02:00-04:00,272.81,273.02,272.71,273.02
2021-09-23 10:03:00-04:00,273.05,273.45,273.0,273.45
2021-09-23 10:04:00-04:00,273.35,273.46,273.24,273.45
2021-09-23 10:05:00-04:00,273.49,273.53,273.35,273.53
2021-09-23 10:06:00-04:00,273.54,273.61,273.49,273.51
2021-09-23 10:07:00-04:00,273.52,273.55,273.3,273.31
2021-09-23 10:08:00-04:00,273.34,273.34,273.07,273.11
2021-09-23 10:09:00-04:00,273.01,273.1,272.99,273.1
2021-09-23 10:10:00-04:00,273.13,273.26,273.12,273.2
2021-09-23 10:11:00-04:00,273.27,273.34,273.09,273.11
